record_id,node_key,display_name,stack_bb,spot_family,hero_position,villain_position,player_count,action_context,allowed_actions,app_status,source_class,source_confidence,range_cells_status,import_decision,trainer_default_visibility,owner_review_required,approval_target,population_strategy_summary,latest_research_alignment,simplified_live_rule,risk_flags,review_hand_focus,codex_action,codex_notes,field_integrity,created_date
FACING_JAM_25BB_BTN_VS_CO_facing_jam_25bb_btn_vs_co_bba,facing_jam_25bb_btn_vs_co_bba,facing_jam 25bb BTN vs CO,25,facing_jam,BTN,CO,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"CALL_JAM,FOLD",seed,typed_seed,MEDIUM_SEED,FULL_169_RESOLVED,KEEP_AS_SEED_REVIEW_BEFORE_APPROVAL,VISIBLE_DEFAULT,TRUE,REVIEWED_THEN_APPROVE_OPTIONAL,Seed call-off chart facing CO open jam at 25bb from BTN.,"2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Call off from chart; live adjustment: tighten under ICM pressure and versus unusually strong jammers.,ICM_AND_VILLAIN_OPEN_JAM_RANGE_DEPENDENT;PRESERVE_CALL_JAM_TOKEN,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_JAM_25BB_SB_VS_BTN_facing_jam_25bb_sb_vs_btn_bba,facing_jam_25bb_sb_vs_btn_bba,facing_jam 25bb SB vs BTN,25,facing_jam,SB,BTN,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"CALL_JAM,FOLD",seed,typed_seed,MEDIUM_SEED,FULL_169_RESOLVED,KEEP_AS_SEED_REVIEW_BEFORE_APPROVAL,VISIBLE_DEFAULT,TRUE,REVIEWED_THEN_APPROVE_OPTIONAL,Seed call-off chart facing BTN open jam at 25bb from SB.,"2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Call off from chart; live adjustment: tighten under ICM pressure and versus unusually strong jammers.,ICM_AND_VILLAIN_OPEN_JAM_RANGE_DEPENDENT;PRESERVE_CALL_JAM_TOKEN,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_JAM_25BB_BB_VS_BTN_facing_jam_25bb_bb_vs_btn_bba,facing_jam_25bb_bb_vs_btn_bba,facing_jam 25bb BB vs BTN,25,facing_jam,BB,BTN,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"CALL_JAM,FOLD",seed,typed_seed,MEDIUM_SEED,FULL_169_RESOLVED,KEEP_AS_SEED_REVIEW_BEFORE_APPROVAL,VISIBLE_DEFAULT,TRUE,REVIEWED_THEN_APPROVE_OPTIONAL,Seed call-off chart facing BTN open jam at 25bb from BB.,"2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Call off from chart; live adjustment: tighten under ICM pressure and versus unusually strong jammers.,ICM_AND_VILLAIN_OPEN_JAM_RANGE_DEPENDENT;PRESERVE_CALL_JAM_TOKEN,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_JAM_25BB_BB_VS_SB_facing_jam_25bb_bb_vs_sb_bba,facing_jam_25bb_bb_vs_sb_bba,facing_jam 25bb BB vs SB,25,facing_jam,BB,SB,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"CALL_JAM,FOLD",seed,typed_seed,MEDIUM_SEED,FULL_169_RESOLVED,KEEP_AS_SEED_REVIEW_BEFORE_APPROVAL,VISIBLE_DEFAULT,TRUE,REVIEWED_THEN_APPROVE_OPTIONAL,Seed call-off chart facing SB open jam at 25bb from BB.,"2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Call off from chart; live adjustment: tighten under ICM pressure and versus unusually strong jammers.,ICM_AND_VILLAIN_OPEN_JAM_RANGE_DEPENDENT;PRESERVE_CALL_JAM_TOKEN,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_JAM_40BB_HJ_VS_UTG_facing_jam_40bb_hj_vs_utg_bba,facing_jam_40bb_hj_vs_utg_bba,facing_jam 40bb HJ vs UTG,40,facing_jam,HJ,UTG,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"CALL_JAM,FOLD",not_yet_reviewed_source_required,none_verified,NO_VERIFIED_SOURCE,NO_CHART_CELLS_IMPORTED,DO_NOT_IMPORT_CHART_UNTIL_VERIFIED_169_CELL_SOURCE,HIDDEN_DEFAULT_NOT_DRILLABLE,TRUE,SOURCE_REQUIRED_BEFORE_APPROVAL,"Deep-stack facing open-jam spot at 40bb. App should show source-required status, not a fake range.","2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Do not study as default; deep open-jams are abnormal and villain-dependent; use hand review/solver input only.,DEEP_OPEN_JAM_ABNORMAL_VILLAIN_DEPENDENT;MISSING_IS_BETTER_THAN_FAKE,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_JAM_40BB_CO_VS_HJ_facing_jam_40bb_co_vs_hj_bba,facing_jam_40bb_co_vs_hj_bba,facing_jam 40bb CO vs HJ,40,facing_jam,CO,HJ,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"CALL_JAM,FOLD",not_yet_reviewed_source_required,none_verified,NO_VERIFIED_SOURCE,NO_CHART_CELLS_IMPORTED,DO_NOT_IMPORT_CHART_UNTIL_VERIFIED_169_CELL_SOURCE,HIDDEN_DEFAULT_NOT_DRILLABLE,TRUE,SOURCE_REQUIRED_BEFORE_APPROVAL,"Deep-stack facing open-jam spot at 40bb. App should show source-required status, not a fake range.","2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Do not study as default; deep open-jams are abnormal and villain-dependent; use hand review/solver input only.,DEEP_OPEN_JAM_ABNORMAL_VILLAIN_DEPENDENT;MISSING_IS_BETTER_THAN_FAKE,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_JAM_40BB_BTN_VS_CO_facing_jam_40bb_btn_vs_co_bba,facing_jam_40bb_btn_vs_co_bba,facing_jam 40bb BTN vs CO,40,facing_jam,BTN,CO,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"CALL_JAM,FOLD",not_yet_reviewed_source_required,none_verified,NO_VERIFIED_SOURCE,NO_CHART_CELLS_IMPORTED,DO_NOT_IMPORT_CHART_UNTIL_VERIFIED_169_CELL_SOURCE,HIDDEN_DEFAULT_NOT_DRILLABLE,TRUE,SOURCE_REQUIRED_BEFORE_APPROVAL,"Deep-stack facing open-jam spot at 40bb. App should show source-required status, not a fake range.","2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Do not study as default; deep open-jams are abnormal and villain-dependent; use hand review/solver input only.,DEEP_OPEN_JAM_ABNORMAL_VILLAIN_DEPENDENT;MISSING_IS_BETTER_THAN_FAKE,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_JAM_40BB_SB_VS_BTN_facing_jam_40bb_sb_vs_btn_bba,facing_jam_40bb_sb_vs_btn_bba,facing_jam 40bb SB vs BTN,40,facing_jam,SB,BTN,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"CALL_JAM,FOLD",not_yet_reviewed_source_required,none_verified,NO_VERIFIED_SOURCE,NO_CHART_CELLS_IMPORTED,DO_NOT_IMPORT_CHART_UNTIL_VERIFIED_169_CELL_SOURCE,HIDDEN_DEFAULT_NOT_DRILLABLE,TRUE,SOURCE_REQUIRED_BEFORE_APPROVAL,"Deep-stack facing open-jam spot at 40bb. App should show source-required status, not a fake range.","2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Do not study as default; deep open-jams are abnormal and villain-dependent; use hand review/solver input only.,DEEP_OPEN_JAM_ABNORMAL_VILLAIN_DEPENDENT;MISSING_IS_BETTER_THAN_FAKE,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_JAM_40BB_BB_VS_BTN_facing_jam_40bb_bb_vs_btn_bba,facing_jam_40bb_bb_vs_btn_bba,facing_jam 40bb BB vs BTN,40,facing_jam,BB,BTN,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"CALL_JAM,FOLD",not_yet_reviewed_source_required,none_verified,NO_VERIFIED_SOURCE,NO_CHART_CELLS_IMPORTED,DO_NOT_IMPORT_CHART_UNTIL_VERIFIED_169_CELL_SOURCE,HIDDEN_DEFAULT_NOT_DRILLABLE,TRUE,SOURCE_REQUIRED_BEFORE_APPROVAL,"Deep-stack facing open-jam spot at 40bb. App should show source-required status, not a fake range.","2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Do not study as default; deep open-jams are abnormal and villain-dependent; use hand review/solver input only.,DEEP_OPEN_JAM_ABNORMAL_VILLAIN_DEPENDENT;MISSING_IS_BETTER_THAN_FAKE,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_JAM_40BB_BB_VS_SB_facing_jam_40bb_bb_vs_sb_bba,facing_jam_40bb_bb_vs_sb_bba,facing_jam 40bb BB vs SB,40,facing_jam,BB,SB,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"CALL_JAM,FOLD",not_yet_reviewed_source_required,none_verified,NO_VERIFIED_SOURCE,NO_CHART_CELLS_IMPORTED,DO_NOT_IMPORT_CHART_UNTIL_VERIFIED_169_CELL_SOURCE,HIDDEN_DEFAULT_NOT_DRILLABLE,TRUE,SOURCE_REQUIRED_BEFORE_APPROVAL,"Deep-stack facing open-jam spot at 40bb. App should show source-required status, not a fake range.","2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Do not study as default; deep open-jams are abnormal and villain-dependent; use hand review/solver input only.,DEEP_OPEN_JAM_ABNORMAL_VILLAIN_DEPENDENT;MISSING_IS_BETTER_THAN_FAKE,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_JAM_70BB_HJ_VS_UTG_facing_jam_70bb_hj_vs_utg_bba,facing_jam_70bb_hj_vs_utg_bba,facing_jam 70bb HJ vs UTG,70,facing_jam,HJ,UTG,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"CALL_JAM,FOLD",not_yet_reviewed_source_required,none_verified,NO_VERIFIED_SOURCE,NO_CHART_CELLS_IMPORTED,DO_NOT_IMPORT_CHART_UNTIL_VERIFIED_169_CELL_SOURCE,HIDDEN_DEFAULT_NOT_DRILLABLE,TRUE,SOURCE_REQUIRED_BEFORE_APPROVAL,"Deep-stack facing open-jam spot at 70bb. App should show source-required status, not a fake range.","2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Do not study as default; deep open-jams are abnormal and villain-dependent; use hand review/solver input only.,DEEP_OPEN_JAM_ABNORMAL_VILLAIN_DEPENDENT;MISSING_IS_BETTER_THAN_FAKE,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_JAM_70BB_CO_VS_HJ_facing_jam_70bb_co_vs_hj_bba,facing_jam_70bb_co_vs_hj_bba,facing_jam 70bb CO vs HJ,70,facing_jam,CO,HJ,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"CALL_JAM,FOLD",not_yet_reviewed_source_required,none_verified,NO_VERIFIED_SOURCE,NO_CHART_CELLS_IMPORTED,DO_NOT_IMPORT_CHART_UNTIL_VERIFIED_169_CELL_SOURCE,HIDDEN_DEFAULT_NOT_DRILLABLE,TRUE,SOURCE_REQUIRED_BEFORE_APPROVAL,"Deep-stack facing open-jam spot at 70bb. App should show source-required status, not a fake range.","2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Do not study as default; deep open-jams are abnormal and villain-dependent; use hand review/solver input only.,DEEP_OPEN_JAM_ABNORMAL_VILLAIN_DEPENDENT;MISSING_IS_BETTER_THAN_FAKE,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_JAM_70BB_BTN_VS_CO_facing_jam_70bb_btn_vs_co_bba,facing_jam_70bb_btn_vs_co_bba,facing_jam 70bb BTN vs CO,70,facing_jam,BTN,CO,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"CALL_JAM,FOLD",not_yet_reviewed_source_required,none_verified,NO_VERIFIED_SOURCE,NO_CHART_CELLS_IMPORTED,DO_NOT_IMPORT_CHART_UNTIL_VERIFIED_169_CELL_SOURCE,HIDDEN_DEFAULT_NOT_DRILLABLE,TRUE,SOURCE_REQUIRED_BEFORE_APPROVAL,"Deep-stack facing open-jam spot at 70bb. App should show source-required status, not a fake range.","2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Do not study as default; deep open-jams are abnormal and villain-dependent; use hand review/solver input only.,DEEP_OPEN_JAM_ABNORMAL_VILLAIN_DEPENDENT;MISSING_IS_BETTER_THAN_FAKE,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_JAM_70BB_SB_VS_BTN_facing_jam_70bb_sb_vs_btn_bba,facing_jam_70bb_sb_vs_btn_bba,facing_jam 70bb SB vs BTN,70,facing_jam,SB,BTN,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"CALL_JAM,FOLD",not_yet_reviewed_source_required,none_verified,NO_VERIFIED_SOURCE,NO_CHART_CELLS_IMPORTED,DO_NOT_IMPORT_CHART_UNTIL_VERIFIED_169_CELL_SOURCE,HIDDEN_DEFAULT_NOT_DRILLABLE,TRUE,SOURCE_REQUIRED_BEFORE_APPROVAL,"Deep-stack facing open-jam spot at 70bb. App should show source-required status, not a fake range.","2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Do not study as default; deep open-jams are abnormal and villain-dependent; use hand review/solver input only.,DEEP_OPEN_JAM_ABNORMAL_VILLAIN_DEPENDENT;MISSING_IS_BETTER_THAN_FAKE,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_JAM_70BB_BB_VS_BTN_facing_jam_70bb_bb_vs_btn_bba,facing_jam_70bb_bb_vs_btn_bba,facing_jam 70bb BB vs BTN,70,facing_jam,BB,BTN,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"CALL_JAM,FOLD",not_yet_reviewed_source_required,none_verified,NO_VERIFIED_SOURCE,NO_CHART_CELLS_IMPORTED,DO_NOT_IMPORT_CHART_UNTIL_VERIFIED_169_CELL_SOURCE,HIDDEN_DEFAULT_NOT_DRILLABLE,TRUE,SOURCE_REQUIRED_BEFORE_APPROVAL,"Deep-stack facing open-jam spot at 70bb. App should show source-required status, not a fake range.","2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Do not study as default; deep open-jams are abnormal and villain-dependent; use hand review/solver input only.,DEEP_OPEN_JAM_ABNORMAL_VILLAIN_DEPENDENT;MISSING_IS_BETTER_THAN_FAKE,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_JAM_70BB_BB_VS_SB_facing_jam_70bb_bb_vs_sb_bba,facing_jam_70bb_bb_vs_sb_bba,facing_jam 70bb BB vs SB,70,facing_jam,BB,SB,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"CALL_JAM,FOLD",not_yet_reviewed_source_required,none_verified,NO_VERIFIED_SOURCE,NO_CHART_CELLS_IMPORTED,DO_NOT_IMPORT_CHART_UNTIL_VERIFIED_169_CELL_SOURCE,HIDDEN_DEFAULT_NOT_DRILLABLE,TRUE,SOURCE_REQUIRED_BEFORE_APPROVAL,"Deep-stack facing open-jam spot at 70bb. App should show source-required status, not a fake range.","2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Do not study as default; deep open-jams are abnormal and villain-dependent; use hand review/solver input only.,DEEP_OPEN_JAM_ABNORMAL_VILLAIN_DEPENDENT;MISSING_IS_BETTER_THAN_FAKE,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_3BET_15BB_UTG_VS_HJ_facing_3bet_15bb_utg_vs_hj_bba,facing_3bet_15bb_utg_vs_hj_bba,facing_3bet 15bb UTG vs HJ,15,facing_3bet,UTG,HJ,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"JAM,FOLD",ui_supported_no_chart_quarantined_previous_pack_retracted,none_verified_quarantined_pack_rejected,NO_VERIFIED_SOURCE,NO_CHART_CELLS_IMPORTED,DO_NOT_IMPORT_FROM_HEURISTICS_NEEDS_VERIFIED_169_CELL_PACK,HIDDEN_DEFAULT_NOT_DRILLABLE,TRUE,SOURCE_REQUIRED_BEFORE_APPROVAL,Facing 3-bet stub: UTG opened and faces HJ 3-bet at 15bb. Previous generated pack was rejected; keep as source-required review card.,"2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.","Population simplification: unknown live 3-bets skew value-heavy, especially versus early opens; overfold marginal OOP continues until proven otherwise.",QUARANTINED_FAMILY;DO_NOT_REGENERATE_FROM_MEMORY;POSITION_AND_ICM_DEPENDENT,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_3BET_15BB_UTG_VS_CO_facing_3bet_15bb_utg_vs_co_bba,facing_3bet_15bb_utg_vs_co_bba,facing_3bet 15bb UTG vs CO,15,facing_3bet,UTG,CO,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"JAM,FOLD",ui_supported_no_chart_quarantined_previous_pack_retracted,none_verified_quarantined_pack_rejected,NO_VERIFIED_SOURCE,NO_CHART_CELLS_IMPORTED,DO_NOT_IMPORT_FROM_HEURISTICS_NEEDS_VERIFIED_169_CELL_PACK,HIDDEN_DEFAULT_NOT_DRILLABLE,TRUE,SOURCE_REQUIRED_BEFORE_APPROVAL,Facing 3-bet stub: UTG opened and faces CO 3-bet at 15bb. Previous generated pack was rejected; keep as source-required review card.,"2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.","Population simplification: unknown live 3-bets skew value-heavy, especially versus early opens; overfold marginal OOP continues until proven otherwise.",QUARANTINED_FAMILY;DO_NOT_REGENERATE_FROM_MEMORY;POSITION_AND_ICM_DEPENDENT,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_3BET_15BB_UTG_VS_BTN_facing_3bet_15bb_utg_vs_btn_bba,facing_3bet_15bb_utg_vs_btn_bba,facing_3bet 15bb UTG vs BTN,15,facing_3bet,UTG,BTN,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"JAM,FOLD",ui_supported_no_chart_quarantined_previous_pack_retracted,none_verified_quarantined_pack_rejected,NO_VERIFIED_SOURCE,NO_CHART_CELLS_IMPORTED,DO_NOT_IMPORT_FROM_HEURISTICS_NEEDS_VERIFIED_169_CELL_PACK,HIDDEN_DEFAULT_NOT_DRILLABLE,TRUE,SOURCE_REQUIRED_BEFORE_APPROVAL,Facing 3-bet stub: UTG opened and faces BTN 3-bet at 15bb. Previous generated pack was rejected; keep as source-required review card.,"2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.","Population simplification: unknown live 3-bets skew value-heavy, especially versus early opens; overfold marginal OOP continues until proven otherwise.",QUARANTINED_FAMILY;DO_NOT_REGENERATE_FROM_MEMORY;POSITION_AND_ICM_DEPENDENT,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
